team,season,game_index,date,home_away,versus,goals,goals_against,win_loss,overtime,cum_wins,cum_losses,cum_overtime_losses,streak,shots,penalty_in_minutes_against,power_play_goals,power_play_opportunities,short_handed_goals,shots_against,penalty_in_minutes_in_favor,power_play_goals_against,power_play_opportunities_against,short_handed_goals_against,attendance,game_length
COL,2016.0,58,2016-02-12,A,DET,3,2,W,SO,29,25,4,W 2,21,10,0,3,0,45,6,1,5,0,20027.0,158.0
COL,2016.0,59,2016-02-14,A,BUF,1,4,L,NA,29,26,4,L 1,35,6,0,6,0,21,12,0,3,0,19070.0,145.0
COL,2016.0,60,2016-02-17,H,MTL,3,2,W,NA,30,26,4,W 1,28,8,1,3,1,34,8,0,3,0,16271.0,147.0
COL,2016.0,61,2016-02-20,A,EDM,3,2,W,NA,31,26,4,W 2,29,11,0,3,0,27,11,0,3,0,16939.0,149.0
COL,2016.0,62,2016-02-21,A,VAN,1,5,L,NA,31,27,4,L 1,38,6,0,2,0,29,8,1,2,0,18431.0,148.0
COL,2016.0,63,2016-02-24,H,SJS,4,3,W,SO,32,27,4,W 1,41,2,1,2,0,33,4,0,1,0,15564.0,155.0
COL,2016.0,64,2016-02-27,H,DET,3,5,L,NA,32,28,4,L 1,27,12,0,3,0,28,6,0,5,0,32767.0,159.0
COL,2016.0,65,2016-03-01,A,MIN,3,6,L,NA,32,29,4,L 2,33,4,1,3,0,30,6,0,3,0,19107.0,143.0
COL,2016.0,66,2016-03-03,H,FLA,3,2,W,NA,33,29,4,W 1,26,6,1,3,0,40,6,0,3,0,16194.0,144.0
COL,2016.0,67,2016-03-05,H,NSH,2,5,L,NA,33,30,4,L 1,36,18,0,3,0,40,14,0,4,0,17165.0,152.0
COL,2016.0,68,2016-03-07,H,ARI,3,1,W,NA,34,30,4,W 1,37,6,1,2,0,38,4,0,3,0,15393.0,149.0
COL,2016.0,69,2016-03-09,H,ANA,3,0,W,NA,35,30,4,W 2,26,10,0,2,0,37,8,0,3,0,14292.0,145.0
COL,2016.0,70,2016-03-12,A,WPG,2,3,L,NA,35,31,4,L 1,37,8,1,3,0,30,6,1,4,0,15294.0,149.0
COL,2016.0,71,2016-03-16,A,VAN,3,1,W,NA,36,31,4,W 1,34,2,0,2,0,29,4,0,1,0,18426.0,140.0
COL,2016.0,72,2016-03-18,A,CGY,4,3,W,SO,37,31,4,W 2,28,4,0,2,0,33,14,0,2,2,19289.0,163.0
COL,2016.0,73,2016-03-20,A,EDM,3,2,W,NA,38,31,4,W 3,25,8,1,2,0,28,4,0,4,0,16839.0,147.0
COL,2016.0,74,2016-03-24,H,PHI,2,4,L,NA,38,32,4,L 1,34,6,0,1,0,44,4,0,2,0,18087.0,148.0
COL,2016.0,75,2016-03-26,H,MIN,0,4,L,NA,38,33,4,L 2,29,10,0,5,0,35,10,1,5,1,18007.0,151.0
COL,2016.0,76,2016-03-28,A,NSH,4,3,W,NA,39,33,4,W 1,27,11,0,1,0,35,9,0,2,0,16443.0,154.0
COL,2016.0,77,2016-03-29,A,STL,1,3,L,NA,39,34,4,L 1,21,8,0,1,0,27,4,2,3,0,19263.0,147.0
COL,2016.0,78,2016-04-01,H,WSH,2,4,L,NA,39,35,4,L 2,19,6,1,3,0,47,6,1,3,0,18049.0,144.0
COL,2016.0,79,2016-04-03,H,STL,1,5,L,NA,39,36,4,L 3,31,13,0,4,0,39,15,1,3,0,15485.0,154.0
COL,2016.0,80,2016-04-05,A,NSH,3,4,L,NA,39,37,4,L 4,28,9,0,3,0,28,11,1,2,0,17113.0,155.0
COL,2016.0,81,2016-04-07,A,DAL,2,4,L,NA,39,38,4,L 5,19,21,0,4,0,31,8,2,5,0,18532.0,147.0
COL,2016.0,82,2016-04-09,H,ANA,3,5,L,NA,39,39,4,L 6,32,19,1,7,0,31,16,2,4,0,17932.0,147.0
DAL,2016.0,1,2015-10-08,H,PIT,3,0,W,NA,1,0,0,W 1,24,6,2,5,0,37,10,0,3,0,18532.0,161.0
DAL,2016.0,2,2015-10-10,A,COL,3,6,L,NA,1,1,0,L 1,33,13,1,4,0,28,15,2,4,0,16024.0,151.0
DAL,2016.0,3,2015-10-13,H,EDM,4,2,W,NA,2,1,0,W 1,52,4,0,4,0,28,10,0,1,0,16265.0,150.0
DAL,2016.0,4,2015-10-15,A,TBL,5,3,W,NA,3,1,0,W 2,22,6,2,3,0,33,19,0,2,0,19092.0,151.0
DAL,2016.0,5,2015-10-17,A,FLA,4,2,W,NA,4,1,0,W 3,37,4,1,2,0,26,6,0,1,0,12834.0,150.0
DAL,2016.0,6,2015-10-20,A,PHI,2,1,W,NA,5,1,0,W 4,32,12,0,2,0,35,10,0,4,0,19077.0,155.0
DAL,2016.0,7,2015-10-22,A,PIT,4,1,W,NA,6,1,0,W 5,23,23,1,3,0,34,6,0,5,0,18490.0,152.0
DAL,2016.0,8,2015-10-24,H,FLA,2,6,L,NA,6,2,0,L 1,35,11,1,4,0,30,15,0,2,0,18532.0,154.0
DAL,2016.0,9,2015-10-27,H,ANA,4,3,W,NA,7,2,0,W 1,34,13,1,3,1,20,11,1,4,0,17798.0,152.0
DAL,2016.0,10,2015-10-29,H,VAN,4,3,W,OT,8,2,0,W 2,29,6,0,3,0,32,8,1,2,0,17664.0,152.0
DAL,2016.0,11,2015-10-31,H,SJS,5,3,W,NA,9,2,0,W 3,25,8,1,5,1,29,8,2,4,1,18178.0,153.0
DAL,2016.0,12,2015-11-02,A,TOR,1,4,L,NA,9,3,0,L 1,44,10,0,2,0,26,2,2,5,0,19087.0,171.0
DAL,2016.0,13,2015-11-03,A,BOS,5,3,W,NA,10,3,0,W 1,19,8,3,4,0,39,8,1,4,0,17565.0,153.0
DAL,2016.0,14,2015-11-06,A,CAR,4,1,W,NA,11,3,0,W 2,28,0,0,1,0,31,2,0,0,0,10188.0,152.0
DAL,2016.0,15,2015-11-08,A,DET,4,1,W,NA,12,3,0,W 3,26,8,1,3,1,22,6,1,5,0,20027.0,151.0
DAL,2016.0,16,2015-11-10,H,TOR,2,3,L,NA,12,4,0,L 1,38,2,0,1,0,30,2,1,1,0,18266.0,151.0
DAL,2016.0,17,2015-11-12,H,WPG,6,3,W,NA,13,4,0,W 1,34,6,2,4,0,38,8,0,4,0,18010.0,149.0
DAL,2016.0,18,2015-11-14,H,MIN,3,2,W,OT,14,4,0,W 2,36,12,1,4,0,24,10,0,4,0,18532.0,160.0
DAL,2016.0,19,2015-11-17,A,BUF,3,1,W,NA,15,4,0,W 3,29,6,0,1,0,25,2,1,3,0,18101.0,156.0
DAL,2016.0,20,2015-11-19,A,WSH,3,2,W,NA,16,4,0,W 4,31,0,0,2,0,35,4,0,0,0,18506.0,147.0
DAL,2016.0,21,2015-11-21,H,BUF,3,0,W,NA,17,4,0,W 5,32,11,1,5,0,22,15,0,3,0,18532.0,145.0
DAL,2016.0,22,2015-11-24,H,OTT,4,7,L,NA,17,5,0,L 1,37,6,0,2,1,20,4,1,3,1,18532.0,151.0
DAL,2016.0,23,2015-11-27,H,VAN,3,2,W,SO,18,5,0,W 1,25,14,2,5,0,36,8,1,7,0,18532.0,161.0
DAL,2016.0,24,2015-11-28,A,MIN,4,3,W,OT,19,5,0,W 2,44,4,0,2,1,26,4,0,2,0,19024.0,156.0
DAL,2016.0,25,2015-12-01,A,CGY,3,4,L,SO,19,5,1,L 1,29,6,0,2,0,32,4,0,3,0,19237.0,152.0
DAL,2016.0,26,2015-12-03,A,VAN,4,2,W,NA,20,5,1,W 1,34,11,0,3,0,16,15,0,1,0,18302.0,154.0
DAL,2016.0,27,2015-12-04,A,EDM,1,2,L,OT,20,5,2,L 1,43,6,0,4,0,24,8,0,3,0,16839.0,144.0
DAL,2016.0,28,2015-12-08,H,CAR,6,5,W,NA,21,5,2,W 1,20,4,2,3,0,30,4,2,3,0,18287.0,154.0
DAL,2016.0,29,2015-12-11,H,PHI,3,1,W,NA,22,5,2,W 2,44,4,0,6,0,20,12,1,2,0,18532.0,155.0
DAL,2016.0,30,2015-12-12,A,STL,0,3,L,NA,22,6,2,L 1,26,22,0,4,0,26,20,1,3,0,15023.0,153.0
DAL,2016.0,31,2015-12-15,H,CBJ,5,1,W,NA,23,6,2,W 1,34,21,0,3,0,35,23,1,2,0,18232.0,151.0
DAL,2016.0,32,2015-12-17,H,CGY,1,3,L,NA,23,7,2,L 1,36,11,0,3,1,27,11,0,3,0,18410.0,145.0
DAL,2016.0,33,2015-12-19,H,MTL,6,2,W,NA,24,7,2,W 1,27,12,3,8,0,23,16,1,6,1,18532.0,155.0
DAL,2016.0,34,2015-12-21,A,MIN,6,3,W,NA,25,7,2,W 2,34,2,1,2,0,35,6,0,0,0,19047.0,161.0
DAL,2016.0,35,2015-12-22,H,CHI,4,0,W,NA,26,7,2,W 3,32,6,1,4,0,20,10,0,2,0,18532.0,146.0
DAL,2016.0,36,2015-12-26,A,STL,2,3,L,SO,26,7,3,L 1,24,8,0,1,0,37,2,1,4,0,19185.0,171.0
DAL,2016.0,37,2015-12-27,H,STL,3,0,W,NA,27,7,3,W 1,38,18,2,3,0,22,20,0,2,0,18532.0,158.0
DAL,2016.0,38,2015-12-29,A,CBJ,3,6,L,NA,27,8,3,L 1,43,6,0,3,0,33,8,0,2,0,15836.0,158.0
DAL,2016.0,39,2015-12-31,H,NSH,5,1,W,NA,28,8,3,W 1,32,2,0,1,0,34,2,0,1,0,18532.0,152.0
DAL,2016.0,40,2016-01-02,A,NJD,2,3,L,OT,28,8,4,L 1,31,8,0,3,0,30,6,1,4,0,16514.0,151.0
DAL,2016.0,41,2016-01-03,A,NYI,5,6,L,NA,28,9,4,L 2,41,25,1,4,0,44,8,2,7,1,14054.0,156.0
DAL,2016.0,42,2016-01-05,A,NYR,2,6,L,NA,28,10,4,L 3,23,6,0,3,0,29,6,0,3,1,18006.0,144.0
DAL,2016.0,43,2016-01-07,H,WPG,2,1,W,SO,29,10,4,W 1,24,8,0,2,0,33,6,0,3,0,18532.0,162.0
DAL,2016.0,44,2016-01-09,H,MIN,1,2,L,NA,29,11,4,L 1,35,4,1,2,0,25,6,0,1,0,18532.0,154.0
DAL,2016.0,45,2016-01-15,A,ANA,2,4,L,NA,29,12,4,L 2,24,6,1,4,1,35,8,1,3,0,16201.0,156.0
DAL,2016.0,46,2016-01-16,A,SJS,3,4,L,OT,29,12,5,L 3,35,4,0,2,0,39,2,2,2,0,17562.0,158.0
DAL,2016.0,47,2016-01-19,A,LAK,2,3,L,NA,29,13,5,L 4,29,4,0,2,0,29,4,1,2,0,18230.0,154.0
DAL,2016.0,48,2016-01-21,H,EDM,3,2,W,NA,30,13,5,W 1,35,6,0,2,0,25,4,1,3,0,18532.0,155.0
DAL,2016.0,49,2016-01-23,H,COL,1,3,L,NA,30,14,5,L 1,43,0,1,5,0,15,10,0,1,2,18532.0,152.0
DAL,2016.0,50,2016-01-25,H,CGY,2,1,W,NA,31,14,5,W 1,30,12,0,2,0,24,6,0,5,0,18532.0,145.0
DAL,2016.0,51,2016-02-02,A,WPG,5,3,W,NA,32,14,5,W 2,27,8,1,4,0,24,10,1,3,0,15294.0,144.0
DAL,2016.0,52,2016-02-04,A,COL,4,3,W,OT,33,14,5,W 3,44,10,1,2,0,24,8,0,3,0,14351.0,158.0
DAL,2016.0,53,2016-02-06,H,CHI,1,5,L,NA,33,15,5,L 1,37,12,0,6,0,26,12,1,5,2,18532.0,143.0
DAL,2016.0,54,2016-02-09,A,MIN,4,3,W,OT,34,15,5,W 1,30,6,1,3,0,40,6,1,3,0,19087.0,160.0
DAL,2016.0,55,2016-02-11,A,CHI,4,2,W,NA,35,15,5,W 2,32,6,2,2,0,46,6,0,2,0,22051.0,147.0
DAL,2016.0,56,2016-02-13,H,WSH,4,3,W,NA,36,15,5,W 3,35,6,1,4,0,23,6,1,3,0,18532.0,144.0
DAL,2016.0,57,2016-02-15,A,NSH,3,2,W,OT,37,15,5,W 4,32,14,0,2,1,26,14,0,2,0,17113.0,152.0
DAL,2016.0,58,2016-02-16,A,STL,1,2,L,OT,37,15,6,L 1,18,10,0,7,0,22,12,1,5,0,18156.0,155.0
DAL,2016.0,59,2016-02-18,A,ARI,3,6,L,NA,37,16,6,L 2,39,8,1,4,0,42,8,1,3,0,11853.0,155.0
DAL,2016.0,60,2016-02-20,H,BOS,3,7,L,NA,37,17,6,L 3,29,17,0,1,0,42,7,3,6,0,18532.0,178.0
DAL,2016.0,61,2016-02-23,A,WPG,5,3,W,NA,38,17,6,W 1,27,8,2,5,0,25,10,0,4,1,15294.0,152.0
DAL,2016.0,62,2016-02-25,H,WPG,3,6,L,NA,38,18,6,L 1,30,8,2,4,0,28,12,0,2,0,18532.0,151.0
DAL,2016.0,63,2016-02-27,H,NYR,2,3,L,NA,38,19,6,L 2,38,6,0,0,0,29,2,1,3,0,18532.0,157.0
DAL,2016.0,64,2016-02-29,H,DET,2,3,L,OT,38,19,7,L 3,41,8,0,4,0,33,8,1,4,0,18532.0,160.0
DAL,2016.0,65,2016-03-01,A,NSH,3,5,L,NA,38,20,7,L 4,38,15,1,3,0,34,13,1,4,0,17113.0,165.0
DAL,2016.0,66,2016-03-04,H,NJD,4,2,W,NA,39,20,7,W 1,25,11,0,3,1,20,11,0,3,0,18117.0,151.0
DAL,2016.0,67,2016-03-06,A,OTT,2,1,W,NA,40,20,7,W 2,25,6,1,2,0,24,4,0,3,0,19419.0,153.0
DAL,2016.0,68,2016-03-08,A,MTL,3,4,L,OT,40,20,8,L 1,33,4,1,3,0,28,6,0,2,0,21288.0,158.0
DAL,2016.0,69,2016-03-11,H,CHI,5,2,W,NA,41,20,8,W 1,31,10,2,6,0,23,12,0,5,0,18532.0,153.0
DAL,2016.0,70,2016-03-12,H,STL,4,5,L,OT,41,20,9,L 1,38,10,1,3,0,36,8,0,4,0,18532.0,155.0
DAL,2016.0,71,2016-03-15,H,LAK,2,5,L,NA,41,21,9,L 2,26,2,1,3,0,22,6,0,1,0,18532.0,147.0
DAL,2016.0,72,2016-03-17,H,TBL,4,3,W,NA,42,21,9,W 1,33,7,0,1,0,20,7,1,1,0,18532.0,150.0
DAL,2016.0,73,2016-03-19,H,NYI,3,0,W,NA,43,21,9,W 2,36,4,0,3,0,27,8,0,1,0,18532.0,141.0
DAL,2016.0,74,2016-03-22,A,CHI,6,2,W,NA,44,21,9,W 3,33,6,1,3,1,32,4,0,3,0,22034.0,147.0
DAL,2016.0,75,2016-03-24,A,ARI,1,3,L,NA,44,22,9,L 1,38,12,0,3,0,30,4,0,6,1,11887.0,148.0
DAL,2016.0,76,2016-03-26,A,SJS,4,2,W,NA,45,22,9,W 1,17,21,1,3,0,36,15,0,6,1,16439.0,155.0
DAL,2016.0,77,2016-03-29,H,NSH,5,2,W,NA,46,22,9,W 2,25,11,0,4,0,30,13,1,3,1,18265.0,156.0
DAL,2016.0,78,2016-03-31,H,ARI,4,1,W,NA,47,22,9,W 3,33,16,1,3,0,32,16,0,2,0,18532.0,148.0
DAL,2016.0,79,2016-04-02,A,LAK,3,2,W,NA,48,22,9,W 4,39,4,1,3,0,26,8,0,2,0,18230.0,172.0
DAL,2016.0,80,2016-04-03,A,ANA,1,3,L,NA,48,23,9,L 1,25,4,0,4,0,24,10,0,2,2,16585.0,144.0
DAL,2016.0,81,2016-04-07,H,COL,4,2,W,NA,49,23,9,W 1,31,8,2,5,0,19,21,0,4,0,18532.0,147.0
DAL,2016.0,82,2016-04-09,H,NSH,3,2,W,NA,50,23,9,W 2,24,8,1,4,0,30,8,1,4,0,18532.0,149.0
DET,2016.0,1,2015-10-09,H,TOR,4,0,W,NA,1,0,0,W 1,22,6,1,4,0,22,10,0,3,0,20027.0,153.0
DET,2016.0,2,2015-10-10,A,CAR,4,3,W,NA,2,0,0,W 2,19,14,0,1,0,47,4,1,6,0,18949.0,149.0
DET,2016.0,3,2015-10-13,H,TBL,3,1,W,NA,3,0,0,W 3,24,6,1,3,0,21,6,0,3,0,20027.0,147.0
DET,2016.0,4,2015-10-16,H,CAR,3,5,L,NA,3,1,0,L 1,20,6,0,2,0,36,4,1,3,0,20027.0,142.0
DET,2016.0,5,2015-10-17,A,MTL,1,4,L,NA,3,2,0,L 2,22,10,0,3,0,41,6,2,5,0,21288.0,155.0
DET,2016.0,6,2015-10-21,A,EDM,1,3,L,NA,3,3,0,L 3,29,4,0,6,0,28,10,1,3,0,16839.0,145.0
DET,2016.0,7,2015-10-23,A,CGY,2,3,L,OT,3,3,1,L 4,29,13,2,4,0,40,15,0,3,0,19158.0,157.0
DET,2016.0,8,2015-10-24,A,VAN,3,2,W,OT,4,3,1,W 1,28,8,1,6,0,32,12,2,4,0,18312.0,158.0
DET,2016.0,9,2015-10-27,H,CAR,1,3,L,NA,4,4,1,L 1,26,8,0,2,0,21,6,0,3,0,20027.0,139.0
DET,2016.0,10,2015-10-30,H,OTT,1,3,L,NA,4,5,1,L 2,30,8,1,5,0,35,10,0,4,0,20027.0,156.0
DET,2016.0,11,2015-10-31,A,OTT,5,3,W,NA,5,5,1,W 1,28,20,2,3,0,36,30,0,3,0,16964.0,160.0
DET,2016.0,12,2015-11-03,H,TBL,2,1,W,NA,6,5,1,W 2,29,10,0,3,0,30,6,1,4,0,20027.0,152.0
DET,2016.0,13,2015-11-06,A,TOR,2,1,W,OT,7,5,1,W 3,24,8,0,3,0,33,6,0,4,0,19680.0,160.0
DET,2016.0,14,2015-11-08,H,DAL,1,4,L,NA,7,6,1,L 1,22,6,1,5,0,26,8,1,3,1,20027.0,151.0
DET,2016.0,15,2015-11-10,H,WSH,1,0,W,NA,8,6,1,W 1,27,6,0,1,0,38,2,0,3,0,20027.0,141.0
DET,2016.0,16,2015-11-13,H,SJS,2,3,L,NA,8,7,1,L 1,28,4,0,2,0,14,6,0,1,0,20027.0,137.0
DET,2016.0,17,2015-11-14,A,BOS,1,3,L,NA,8,8,1,L 2,23,2,1,3,0,31,6,0,1,0,17565.0,144.0
DET,2016.0,18,2015-11-16,A,OTT,4,3,W,OT,9,8,1,W 1,37,4,0,2,0,25,4,1,2,0,16718.0,156.0
DET,2016.0,19,2015-11-18,H,WSH,1,2,L,OT,9,8,2,L 1,26,10,0,2,0,27,4,1,6,0,20027.0,146.0
DET,2016.0,20,2015-11-20,H,LAK,3,2,W,NA,10,8,2,W 1,29,8,1,5,0,37,10,0,4,1,20027.0,148.0
DET,2016.0,21,2015-11-21,A,STL,4,3,W,OT,11,8,2,W 2,32,4,1,2,0,33,4,0,2,0,18098.0,157.0
DET,2016.0,22,2015-11-25,H,BOS,2,3,L,OT,11,8,3,L 1,34,6,0,3,0,22,6,0,3,0,20027.0,144.0
DET,2016.0,23,2015-11-27,H,EDM,4,3,W,OT,12,8,3,W 1,32,4,0,2,0,24,4,1,2,0,20027.0,147.0
DET,2016.0,24,2015-11-29,H,FLA,1,2,L,OT,12,8,4,L 1,29,16,0,4,0,32,14,0,5,0,20027.0,158.0
DET,2016.0,25,2015-12-01,H,BUF,5,4,W,SO,13,8,4,W 1,46,15,1,2,0,32,11,2,5,0,20027.0,167.0
DET,2016.0,26,2015-12-03,H,ARI,5,1,W,NA,14,8,4,W 2,44,7,0,4,0,27,13,0,1,0,20027.0,151.0
DET,2016.0,27,2015-12-05,H,NSH,5,4,W,OT,15,8,4,W 3,36,10,2,5,0,32,12,3,4,0,20027.0,159.0
DET,2016.0,28,2015-12-08,A,WSH,2,3,L,SO,15,8,5,L 1,23,10,0,1,0,40,2,1,5,0,18506.0,161.0
DET,2016.0,29,2015-12-10,H,MTL,3,2,W,NA,16,8,5,W 1,29,6,1,6,0,25,14,0,2,0,20027.0,154.0
DET,2016.0,30,2015-12-11,A,NJD,2,3,L,OT,16,8,6,L 1,29,6,2,3,0,38,4,1,4,0,16514.0,154.0
DET,2016.0,31,2015-12-14,H,BUF,1,2,L,NA,16,9,6,L 2,33,6,0,2,0,30,4,0,3,0,20027.0,146.0
DET,2016.0,32,2015-12-18,H,VAN,3,4,L,SO,16,9,7,L 3,28,6,0,3,0,40,8,0,2,0,20027.0,164.0
DET,2016.0,33,2015-12-20,H,CGY,4,2,W,NA,17,9,7,W 1,35,8,0,3,0,28,8,1,3,0,20027.0,145.0
DET,2016.0,34,2015-12-22,H,NJD,3,4,L,NA,17,10,7,L 1,28,14,2,5,0,17,16,1,5,0,20027.0,152.0
DET,2016.0,35,2015-12-26,A,NSH,3,2,W,NA,18,10,7,W 1,23,4,1,3,0,26,6,0,3,0,17208.0,146.0
DET,2016.0,36,2015-12-28,A,MIN,1,3,L,NA,18,11,7,L 1,29,6,0,2,0,35,6,1,2,0,19110.0,145.0
DET,2016.0,37,2015-12-29,A,WPG,1,4,L,NA,18,12,7,L 2,34,6,1,6,0,25,12,1,2,1,15294.0,142.0
DET,2016.0,38,2015-12-31,H,PIT,2,5,L,NA,18,13,7,L 3,35,10,0,3,0,37,12,2,3,0,20027.0,158.0
DET,2016.0,39,2016-01-02,A,BUF,4,3,W,NA,19,13,7,W 1,23,10,1,2,0,35,4,2,5,0,19070.0,148.0
DET,2016.0,40,2016-01-04,A,NJD,1,0,W,NA,20,13,7,W 2,21,4,0,1,0,22,2,0,2,0,15547.0,137.0
DET,2016.0,41,2016-01-07,A,SJS,2,1,W,NA,21,13,7,W 3,25,8,0,2,0,36,20,0,3,0,16856.0,149.0
DET,2016.0,42,2016-01-10,A,ANA,2,1,W,NA,22,13,7,W 4,24,4,0,3,0,31,6,0,2,0,17174.0,146.0
DET,2016.0,43,2016-01-11,A,LAK,2,4,L,NA,22,14,7,L 1,27,6,0,2,0,31,4,2,3,0,18230.0,143.0
DET,2016.0,44,2016-01-14,A,ARI,3,2,W,OT,23,14,7,W 1,25,8,2,3,0,29,8,1,3,0,12014.0,151.0
DET,2016.0,45,2016-01-17,H,PHI,1,2,L,SO,23,14,8,L 1,30,12,0,4,0,31,18,0,5,0,20027.0,159.0
DET,2016.0,46,2016-01-20,H,STL,1,2,L,NA,23,15,8,L 2,30,8,1,3,0,20,10,0,3,0,20027.0,149.0
DET,2016.0,47,2016-01-22,A,BUF,3,0,W,NA,24,15,8,W 1,45,2,0,4,0,19,8,0,1,0,18601.0,150.0
DET,2016.0,48,2016-01-23,H,ANA,3,4,L,NA,24,16,8,L 1,27,8,0,4,0,35,8,0,4,0,20027.0,153.0
DET,2016.0,49,2016-01-25,A,NYI,4,2,W,NA,25,16,8,W 1,26,4,1,1,0,29,2,0,2,0,12086.0,141.0
DET,2016.0,50,2016-02-03,A,TBL,1,3,L,NA,25,17,8,L 1,25,10,0,2,0,23,8,2,3,0,19092.0,146.0
DET,2016.0,51,2016-02-04,A,FLA,3,6,L,NA,25,18,8,L 2,39,10,2,7,0,33,16,2,4,0,16991.0,152.0
DET,2016.0,52,2016-02-06,H,NYI,5,1,W,NA,26,18,8,W 1,20,12,1,3,0,29,8,1,5,0,20027.0,169.0
DET,2016.0,53,2016-02-08,H,FLA,3,0,W,NA,27,18,8,W 2,31,17,1,4,0,23,15,0,5,0,20027.0,158.0
DET,2016.0,54,2016-02-10,H,OTT,3,1,W,NA,28,18,8,W 3,29,12,0,2,0,23,4,1,7,0,20027.0,148.0
DET,2016.0,55,2016-02-12,H,COL,2,3,L,SO,28,18,9,L 1,45,6,1,5,0,21,10,0,3,0,20027.0,158.0
DET,2016.0,56,2016-02-14,H,BOS,6,5,W,NA,29,18,9,W 1,35,6,2,5,0,22,12,0,2,1,20027.0,153.0
DET,2016.0,57,2016-02-15,A,NYI,1,4,L,NA,29,19,9,L 1,29,10,0,4,0,32,8,1,5,0,15795.0,141.0
DET,2016.0,58,2016-02-18,A,PIT,3,6,L,NA,29,20,9,L 2,38,2,0,1,0,39,2,0,1,0,18584.0,150.0
DET,2016.0,59,2016-02-20,A,OTT,2,3,L,SO,29,20,10,L 3,31,6,0,2,0,27,6,0,2,0,18930.0,164.0
DET,2016.0,60,2016-02-21,A,NYR,0,1,L,OT,29,20,11,L 4,22,10,0,4,0,30,10,0,4,0,18006.0,156.0
DET,2016.0,61,2016-02-23,H,CBJ,2,1,W,SO,30,20,11,W 1,28,6,0,1,1,29,2,0,3,0,20027.0,152.0
DET,2016.0,62,2016-02-27,A,COL,5,3,W,NA,31,20,11,W 2,28,6,0,5,0,27,12,0,3,0,32767.0,159.0
DET,2016.0,63,2016-02-29,A,DAL,3,2,W,OT,32,20,11,W 3,33,8,1,4,0,41,8,0,4,0,18532.0,160.0
DET,2016.0,64,2016-03-02,H,CHI,2,5,L,NA,32,21,11,L 1,33,8,1,4,0,33,10,2,3,0,20027.0,148.0
DET,2016.0,65,2016-03-06,A,CHI,1,4,L,NA,32,22,11,L 2,34,8,0,3,0,26,6,2,3,0,22247.0,144.0
DET,2016.0,66,2016-03-08,A,CBJ,3,5,L,NA,32,23,11,L 3,35,19,1,5,0,32,19,2,5,0,14426.0,154.0
DET,2016.0,67,2016-03-10,H,WPG,3,2,W,NA,33,23,11,W 1,35,12,0,3,0,25,20,0,4,0,20027.0,149.0
DET,2016.0,68,2016-03-12,H,NYR,3,2,W,OT,34,23,11,W 2,43,8,1,4,0,25,10,1,3,0,20027.0,157.0
DET,2016.0,69,2016-03-13,H,TOR,0,1,L,NA,34,24,11,L 1,38,4,0,3,0,27,6,0,2,0,20027.0,160.0
DET,2016.0,70,2016-03-15,A,PHI,3,4,L,NA,34,25,11,L 2,37,12,0,2,0,46,4,0,6,0,19806.0,163.0
DET,2016.0,71,2016-03-17,A,CBJ,3,1,W,NA,35,25,11,W 1,22,6,0,3,0,28,6,1,3,0,14415.0,149.0
DET,2016.0,72,2016-03-19,A,FLA,5,3,W,NA,36,25,11,W 2,30,13,2,3,0,26,13,0,3,0,20817.0,158.0
DET,2016.0,73,2016-03-22,A,TBL,2,6,L,NA,36,26,11,L 1,25,17,1,1,0,34,11,1,4,0,19092.0,149.0
DET,2016.0,74,2016-03-24,H,MTL,4,3,W,NA,37,26,11,W 1,40,8,1,4,0,29,14,0,1,0,20027.0,157.0
DET,2016.0,75,2016-03-26,H,PIT,2,7,L,NA,37,27,11,L 1,23,14,1,2,0,41,8,2,5,0,20027.0,156.0
DET,2016.0,76,2016-03-28,H,BUF,3,2,W,NA,38,27,11,W 1,29,6,1,5,0,20,10,0,3,0,20027.0,150.0
DET,2016.0,77,2016-03-29,A,MTL,3,4,L,NA,38,28,11,L 1,42,27,3,5,0,27,16,1,4,0,21288.0,159.0
DET,2016.0,78,2016-04-01,H,MIN,3,2,W,NA,39,28,11,W 1,29,4,1,2,0,22,6,0,1,0,20027.0,145.0
DET,2016.0,79,2016-04-02,A,TOR,3,2,W,NA,40,28,11,W 2,26,8,1,3,0,34,8,0,3,0,19371.0,150.0
DET,2016.0,80,2016-04-06,H,PHI,3,0,W,NA,41,28,11,W 3,26,14,0,4,1,30,14,0,4,0,20027.0,164.0
DET,2016.0,81,2016-04-07,A,BOS,2,5,L,NA,41,29,11,L 1,15,8,0,4,0,34,8,1,4,0,17565.0,148.0
DET,2016.0,82,2016-04-09,A,NYR,2,3,L,NA,41,30,11,L 2,33,4,1,4,0,20,8,0,2,0,18006.0,151.0
EDM,2016.0,1,2015-10-08,A,STL,1,3,L,NA,0,1,0,L 1,24,13,1,3,0,31,13,0,3,0,19327.0,145.0
EDM,2016.0,2,2015-10-10,A,NSH,0,2,L,NA,0,2,0,L 2,31,4,0,5,0,26,10,0,2,0,17113.0,152.0
EDM,2016.0,3,2015-10-13,A,DAL,2,4,L,NA,0,3,0,L 3,28,10,0,1,0,52,4,0,4,0,16265.0,150.0
EDM,2016.0,4,2015-10-15,H,STL,2,4,L,NA,0,4,0,L 4,26,8,0,5,0,29,10,1,4,0,16839.0,147.0
